id,url,header,price,refresh_date,created_timestamp
874738008,https://www.otomoto.pl/osobowe/oferta/fiat-tipo-drugi-wlasciciel-krajowy-osoba-prywatna-stan-idealny-garazowany-ID6FXJzM.html,"Fiat Tipo Drugi właściciel, krajowy , osoba prywatna , stan idealny, garażowany",34 900 zł,"Katowice, Piotrowice-Ochojec - Dzisiaj o 13:02",2023-11-10 14:44:04
874735230,https://www.otomoto.pl/osobowe/oferta/opel-astra-1-4-turbo-140-km-swiezo-sprowadzona-bezwypadkowa-serwisowana-aso-opel-ID6FXFf6.html,Opel Astra 1.4 Turbo 140 KM świeżo sprowadzona bezwypadkowa serwisowana ASO Opel,32 900 zł,Lublin - Dzisiaj o 12:52,2023-11-10 14:44:04
871922538,https://www.olx.pl/d/oferta/nissan-versa-note-tiida-sedan-1-6-benzyna-tylko-43kkm-przebiegu-1wl-CID5-IDX0uSK.html,Nissan Versa Note Tiida sedan 1.6 benzyna tylko 43kkm przebiegu 1wł,29 000 złdo negocjacji,Łopuszno - Dzisiaj o 12:36,2023-11-10 14:44:04
851773168,https://www.otomoto.pl/osobowe/oferta/skoda-citigo-skoda-citygo-salon-polska-fv-vat-ID6FHybL.html,Skoda Citigo Skoda CityGo Salon Polska! FV VAT,25 300 złdo negocjacji,Łuków - Dzisiaj o 10:16,2023-11-10 14:44:04
869689634,https://www.olx.pl/d/oferta/kia-rio-1-2-lpg-2014-CID5-IDVR80a.html,Kia Rio 1.2 LPG 2014,21 000 złdo negocjacji,Nowy Sącz - Odświeżono dnia 08 listopada 2023,2023-11-10 14:44:04
876218287,https://www.otomoto.pl/osobowe/oferta/opel-astra-iv-1-6-executive-115km-salon-polska-bezwypadkowy-serwis-aso-ID6FYKRA.html,Opel Astra IV 1.6 EXECUTIVE 115KM salon Polska. Bezwypadkowy. Serwis ASO,34 700 zł,Łowicz - Dzisiaj o 12:31,2023-11-10 14:44:04
874371026,https://www.olx.pl/d/oferta/sprzedam-auto-dacia-logan-mcv-CID5-IDXaLQu.html,Sprzedam auto Dacia logan MCV,17 100 złdo negocjacji,Żórawina - Odświeżono Dzisiaj o 12:24,2023-11-10 14:44:04
860423961,https://www.otomoto.pl/osobowe/oferta/kia-rio-pierwszy-wlasciciel-ID6FNyWb.html,Kia Rio Pierwszy właściciel,23 500 złdo negocjacji,Bielsko-Biała - Dzisiaj o 12:23,2023-11-10 14:44:04
867773469,https://www.otomoto.pl/osobowe/oferta/toyota-auris-toyota-auris-ii-1-6-benzyna-kombi-salon-polski-ID6FSArI.html,Toyota Auris TOYOTA AURIS II 1.6 BENZYNA Kombi Salon Polski,33 850 zł,Morzyczyn - Dzisiaj o 12:20,2023-11-10 14:44:04
874724880,https://www.otomoto.pl/osobowe/oferta/peugeot-301-1-2-benzyna-salon-polska-ID6FXJqo.html,"Peugeot 301 1,2 benzyna Salon Polska",22 500 zł,"Gdynia, Redłowo - Dzisiaj o 12:15",2023-11-10 14:44:04
861562689,https://www.otomoto.pl/osobowe/oferta/opel-astra-opel-astra-1-4-turbo-ID6FOa11.html,Opel Astra Opel Astra 1.4 Turbo,26 500 zł,Żernica - Dzisiaj o 12:03,2023-11-10 14:44:04
863905484,https://www.otomoto.pl/osobowe/oferta/dacia-lodgy-dacia-lodgy-lpg-7-miejsc-i-wlasciciel-salon-polska-ID6FPJi5.html,"Dacia Lodgy Dacia LODGY LPG 7-miejsc, I właściciel, salon POLSKA",31 980 zł,Słupsk - Dzisiaj o 12:03,2023-11-10 14:44:04
863374836,https://www.olx.pl/d/oferta/sprzedam-mitsubishi-space-star-2019-silnik-1-0-57tys-benzyna-okazja-CID5-IDVqDeA.html,Sprzedam Mitsubishi space star 2019 silnik 1.0 57tys  benzyna Okazja!!,25 999 zł,Kępno - Dzisiaj o 12:01,2023-11-10 14:44:04
873315663,https://www.otomoto.pl/osobowe/oferta/ford-focus-2013r-1-6-150km-ID6FVJhM.html,Ford Focus 2013r 1.6 150KM,27 900 zł,"Oleśnica, Oleśnica - Dzisiaj o 11:59",2023-11-10 14:44:04
871922538,https://www.olx.pl/d/oferta/nissan-versa-note-tiida-sedan-1-6-benzyna-tylko-43kkm-przebiegu-1wl-CID5-IDX0uSK.html,Nissan Versa Note Tiida sedan 1.6 benzyna tylko 43kkm przebiegu 1wł,29 000 złdo negocjacji,Łopuszno - Dzisiaj o 12:36,2023-11-10 14:44:04
